business_type,target_demographic,target_location,campaign_budget_lkr,campaign_goal,listing_type,placement_name,channel_type,district,base_cost_lkr,primary_audience,estimated_reach,historical_ctr,historical_roi,historical_conversion_rate,previous_bookings,budget_gap_lkr,audience_match_score,location_match_score,channel_match_score,reach_to_cost_ratio,match_score
FMCG,35-44,Mahabage,110515,Event Promotion,Native / Sponsored Content,Partner Post,Digital,Gampaha,42769,35-44,15727,0.0519,1.05,0.0515,32,67746,0.9529,0.5716,0.8493,0.36772,0.7332
Luxury Goods,18-24,Negombo,40017,Website Traffic,Retail & Premises Signage,Storefront Display,Outdoor,Gampaha,37235,18-24,16925,0.0122,0.36,0.0407,8,2782,0.9203,0.7272,0.6383,0.454545,0.6528
E-commerce,All Ages,Kalutara Town,44216,Event Promotion,Vehicle Wrap Media,Car Wrap,Visual,Kalutara,216677,All Ages,43284,0.0271,0.9,0.0506,13,-172461,1.0,0.3881,0.6774,0.199763,0.4171
E-commerce,All Ages,Panadura,50310,Sales Conversion,Vehicle Wrap Media,Bus Wrap,Outdoor,Kalutara,43152,All Ages,19405,0.0296,0.7,0.0436,48,7158,1.0,0.6662,0.6458,0.449689,0.5502
Fashion,18-24,Mount Lavinia,169222,Product Launch,Event Sponsorship,Cocktail Sponsor,Event,Colombo,296824,18-24,35455,0.0279,0.1,0.0347,12,-127602,1.0,0.7406,0.6683,0.119448,0.5835
E-commerce,35-44,Mount Lavinia,131203,Website Traffic,Outdoor Static Structure,Highway Billboard,Digital,Colombo,222442,35-44,78867,0.0149,1.39,0.064,35,-91239,0.9745,0.8386,0.5832,0.354551,0.7418
E-commerce,25-34,Ingiriya,307408,Product Launch,Retail & Premises Signage,Counter Display,Outdoor,Kalutara,91966,25-34,11319,0.0389,0.65,0.0818,61,215442,1.0,0.3353,0.6849,0.123078,0.4989
Hospitality,35-44,Bandaragama,299838,Sales Conversion,Event Sponsorship,Exhibition Booth,Event,Kalutara,216843,35-44,7355,0.0422,1.2,0.0552,18,82995,0.9307,0.3764,0.7335,0.033919,0.6936
Retail,Families,Dodangoda,104722,App Downloads,Native / Sponsored Content,Article Sponsorship,Digital,Kalutara,89261,Families,82133,0.027,0.59,0.0573,38,15461,0.99,0.5663,0.5212,0.920144,0.5583
Education,45-54,Battaramulla,277845,Sales Conversion,Retail & Premises Signage,In-Store Digital,Outdoor,Colombo,110067,45-54,12952,0.0237,1.07,0.0536,34,167778,0.9919,0.8081,0.6802,0.117674,0.7418
Travel & Tourism,55+,Wellawatte,77383,Customer Retention,Event Sponsorship,Exhibition Booth,Event,Colombo,250206,55+,34036,0.0283,0.95,0.0456,55,-172823,0.7126,0.7153,0.7161,0.136032,0.483
Food & Beverage,55+,Kandana,80819,Event Promotion,Vehicle Wrap Media,Car Wrap,Visual,Gampaha,74183,55+,17294,0.0238,0.59,0.036,17,6636,1.0,0.6356,0.7242,0.233126,0.6789
Entertainment,25-34,Gampaha Town,259353,Lead Generation,Print Publication Ad,Newspaper Full Page,Digital,Gampaha,55537,25-34,154766,0.0195,0.81,0.0648,29,203816,0.8697,0.7789,0.5687,2.786719,0.5694
Telecommunications,45-54,Pettah,236891,Sales Conversion,Social Media Placement,Instagram Story,Digital,Colombo,83825,45-54,524714,0.0141,0.87,0.0482,22,153066,0.8345,0.9075,0.6512,6.259636,0.6512
FMCG,Young Professionals,Kandana,524233,Product Launch,Retail & Premises Signage,End Cap Display,Outdoor,Gampaha,128250,Young Professionals,4581,0.0168,1.06,0.0803,67,395983,0.8353,0.5757,0.7276,0.035719,0.717
Telecommunications,Students,Mount Lavinia,610322,Product Launch,Digital Out-of-Home Screen,Airport Digital Display,Outdoor,Colombo,93555,Students,88563,0.0361,0.5,0.0207,37,516767,0.7164,0.9586,0.6489,0.946641,0.5852
Telecommunications,55+,Pettah,115577,Customer Retention,Retail & Premises Signage,In-Store Digital,Outdoor,Colombo,47477,55+,38258,0.0206,0.7,0.0425,42,68100,0.813,0.8059,0.6517,0.805822,0.5876
Entertainment,18-24,Horana,154154,Lead Generation,TV Spot,Sports Program,Audio,Kalutara,345540,18-24,115314,0.0163,0.37,0.046,65,-191386,0.9193,0.6109,0.7111,0.333721,0.4713
Hospitality,Young Professionals,Kandana,34337,Event Promotion,TV Spot,Weekend,Audio,Gampaha,184827,Young Professionals,119249,0.0452,0.93,0.0524,63,-150490,0.8629,0.5444,0.9081,0.645193,0.7473
Education,55+,Colombo Fort,261203,Product Launch,Outdoor Static Structure,City Center Billboard,Digital,Colombo,168667,55+,109557,0.0178,0.8,0.0427,27,92536,0.7707,0.9338,0.862,0.649546,0.7262
Automotive,Young Professionals,Kollupitiya,235840,Sales Conversion,Social Media Placement,TikTok Feed,Digital,Colombo,94032,Young Professionals,405031,0.0408,1.07,0.0666,51,141808,0.7542,0.9076,0.9005,4.307374,0.8425
Real Estate,All Ages,Panadura,61226,Customer Retention,Print Publication Ad,Magazine Spread,Digital,Kalutara,56923,All Ages,83275,0.0097,0.7,0.0369,36,4303,0.6895,0.3699,0.7977,1.462941,0.5269
Technology,35-44,Dehiwala,307731,Brand Awareness,Print Publication Ad,Newspaper Full Page,Digital,Colombo,90519,35-44,127298,0.0125,0.88,0.0559,43,217212,1.0,0.9702,0.514,1.406312,0.7479
Retail,25-34,Kandana,123928,Website Traffic,Native / Sponsored Content,Review Sponsorship,Digital,Gampaha,38955,25-34,135811,0.0377,1.06,0.0654,36,84973,0.9652,0.7097,0.5105,3.486356,0.5307
Fashion,Families,Kandana,272083,Sales Conversion,Digital Out-of-Home Screen,Mall Digital Screen,Outdoor,Gampaha,201433,Families,28334,0.0435,1.01,0.0619,25,70650,0.9301,0.5619,0.6142,0.140662,0.6393
Technology,35-44,Panadura,134096,App Downloads,Print Publication Ad,Magazine Spread,Print,Kalutara,35660,35-44,12750,0.0093,1.25,0.0568,26,98436,0.9464,0.6283,0.851,0.357543,0.6587
Education,45-54,Gampaha Town,499948,Brand Awareness,Newsletter Ad,Industry Digest,Print,Gampaha,15190,45-54,16370,0.0371,0.76,0.0481,67,484758,0.9983,0.7009,0.5874,1.077683,0.8042
Financial Services,35-44,Kadawatha,92373,Website Traffic,Digital Out-of-Home Screen,Airport Digital Display,Outdoor,Gampaha,107483,35-44,74563,0.0424,1.03,0.0625,30,-15110,0.9313,0.8298,0.6962,0.693719,0.6124
Entertainment,25-34,Wattala,82070,Customer Retention,Cinema Advertising,Tickets Ad,Cinema,Gampaha,69941,25-34,25315,0.0271,1.17,0.0635,54,12129,0.8666,0.7228,0.5635,0.361948,0.5266
Hospitality,Students,Kollupitiya,382208,Product Launch,Print Publication Ad,Classified,Print,Colombo,23370,Students,127921,0.0109,0.43,0.0362,46,358838,0.9712,0.737,0.6683,5.473727,0.6526
FMCG,25-34,Minuwangoda,340497,Lead Generation,Native / Sponsored Content,Article Sponsorship,Digital,Gampaha,69455,25-34,21932,0.0428,0.76,0.0577,19,271042,1.0,0.5716,0.5292,0.315773,0.6757
Financial Services,25-34,Colombo Fort,136307,Website Traffic,Print Publication Ad,Magazine Full Page,Print,Colombo,27515,25-34,30287,0.0144,1.12,0.0629,21,108792,0.7953,0.8855,0.5583,1.100745,0.6779
Entertainment,35-44,Minuwangoda,86751,Event Promotion,Outdoor Static Structure,City Center Billboard,Outdoor,Gampaha,40770,35-44,14347,0.0279,1.33,0.0632,36,45981,1.0,0.7468,0.9413,0.351901,0.7601
Entertainment,Young Professionals,Bambalapitiya,137108,Event Promotion,Radio Spot,Evening Drive,Audio,Colombo,56806,Young Professionals,77763,0.0263,0.49,0.0617,35,80302,0.9908,0.9048,0.5417,1.368922,0.5783
Luxury Goods,18-24,Kandana,104662,Lead Generation,Event Sponsorship,Exhibition Booth,Event,Gampaha,136554,18-24,12976,0.0336,0.58,0.0353,31,-31892,0.959,0.5593,0.5308,0.095025,0.5553
Real Estate,35-44,Mount Lavinia,192199,Event Promotion,Retail & Premises Signage,End Cap Display,Visual,Colombo,148147,35-44,26395,0.0275,1.09,0.0672,23,44052,0.8857,0.9986,0.8388,0.178168,0.6836
Healthcare,55+,Wattala,279431,Lead Generation,Print Publication Ad,Newspaper Half Page,Print,Gampaha,12203,55+,85302,0.0125,0.77,0.0433,9,267228,0.621,0.6042,0.8264,6.990248,0.5669
Entertainment,Families,Wattala,180583,Product Launch,Cinema Advertising,Pre-show Ad,Cinema,Gampaha,158500,Families,72031,0.0145,1.13,0.0647,29,22083,1.0,0.6123,0.8145,0.454454,0.7225
Luxury Goods,25-34,Battaramulla,99399,Sales Conversion,Newsletter Ad,Special Edition,Digital,Colombo,36182,25-34,37996,0.0413,0.87,0.0578,18,63217,1.0,0.9849,0.5219,1.050135,0.7624
Entertainment,55+,Kollupitiya,39066,Event Promotion,Retail & Premises Signage,End Cap Display,Outdoor,Colombo,76371,55+,38399,0.0126,0.98,0.0299,45,-37305,0.9801,0.8685,0.8293,0.502796,0.4418
FMCG,45-54,Beruwala,131499,Sales Conversion,Social Media Placement,TikTok Feed,Digital,Kalutara,62518,45-54,195639,0.0272,1.03,0.0547,4,68981,0.954,0.5203,0.8233,3.129323,0.7033
Healthcare,Young Professionals,Divulapitiya,232796,Brand Awareness,Print Publication Ad,Magazine Spread,Print,Gampaha,15265,Young Professionals,28483,0.0195,0.59,0.0486,37,217531,0.7375,0.6162,0.7536,1.865902,0.5587
Telecommunications,55+,Kollupitiya,141446,Website Traffic,Radio Spot,Weekend Slot,Audio,Colombo,76544,55+,285481,0.0153,0.37,0.0376,14,64902,0.8121,0.7114,0.5679,3.729633,0.5323
Retail,18-24,Nugegoda,92163,Customer Retention,Cinema Advertising,Tickets Ad,Cinema,Colombo,152817,18-24,74127,0.0143,0.58,0.0277,29,-60654,0.8892,0.8249,0.9345,0.48507,0.5744
FMCG,Families,Wellawatte,167112,Event Promotion,Web Display Inventory,Video Ad,Digital,Colombo,26352,Families,128601,0.0254,0.96,0.0697,11,140760,1.0,0.7785,0.8119,4.880123,0.6084
Financial Services,Young Professionals,Katunayake,57299,Event Promotion,Retail & Premises Signage,Storefront Display,Visual,Gampaha,113327,Young Professionals,17960,0.0282,0.95,0.0497,5,-56028,0.8492,0.8373,0.678,0.158479,0.6208
Technology,18-24,Kalutara Town,477596,Product Launch,Outdoor Static Structure,City Center Billboard,Outdoor,Kalutara,52607,18-24,27356,0.0194,0.5,0.0468,42,424989,0.8945,0.5578,0.8606,0.520007,0.5971
Entertainment,45-54,Ja-Ela,134064,Lead Generation,Native / Sponsored Content,Review Sponsorship,Digital,Gampaha,112261,45-54,37629,0.0268,0.98,0.0555,42,21803,1.0,0.8069,0.5535,0.335192,0.5175
Fashion,25-34,Dehiwala,637970,Product Launch,Print Publication Ad,Newspaper Half Page,Print,Colombo,55412,25-34,131534,0.0147,1.01,0.0798,40,582558,0.809,0.8767,0.5057,2.373746,0.6311
Technology,35-44,Beruwala,342103,Product Launch,Social Media Placement,LinkedIn Feed,Digital,Kalutara,103607,35-44,182099,0.0349,1.22,0.0514,25,238496,1.0,0.5,0.7568,1.757594,0.6492
FMCG,45-54,Kadawatha,450483,Brand Awareness,Radio Spot,Prime Time Slot,Audio,Gampaha,42955,45-54,191101,0.0183,0.4,0.0543,27,407528,0.9221,0.5647,0.8066,4.448865,0.6404
Luxury Goods,Young Professionals,Minuwangoda,290796,Lead Generation,Social Media Placement,TikTok Feed,Digital,Gampaha,51895,Young Professionals,250379,0.0342,1.21,0.0428,23,238901,0.8537,0.7034,0.5733,4.824723,0.7512
Hospitality,35-44,Battaramulla,137217,Website Traffic,Retail & Premises Signage,Counter Display,Visual,Colombo,74523,35-44,24367,0.0388,1.14,0.0461,7,62694,0.8836,0.9319,0.8223,0.326973,0.828
Technology,18-24,Battaramulla,393210,Product Launch,Retail & Premises Signage,Storefront Display,Outdoor,Colombo,59988,18-24,4662,0.0271,0.56,0.0236,60,333222,0.8299,0.8924,0.8025,0.077716,0.7646
E-commerce,25-34,Kollupitiya,733108,Product Launch,Cinema Advertising,Tickets Ad,Cinema,Colombo,78827,25-34,62986,0.0286,0.89,0.0692,71,654281,0.806,0.7497,0.6957,0.799041,0.5525
Real Estate,55+,Bandaragama,195114,App Downloads,Vehicle Wrap Media,Bus Wrap,Visual,Kalutara,113140,55+,28936,0.0176,0.5,0.0358,53,81974,0.8135,0.3879,0.8114,0.255754,0.5652
Travel & Tourism,All Ages,Ja-Ela,161802,App Downloads,Digital Out-of-Home Screen,Train Station Screen,Digital,Gampaha,85400,All Ages,110595,0.0488,0.66,0.0431,33,76402,1.0,0.5676,0.9495,1.295023,0.7741
Technology,Young Professionals,Katunayake,52684,Sales Conversion,Print Publication Ad,Magazine Full Page,Print,Gampaha,46006,Young Professionals,54462,0.0178,0.7,0.0618,28,6678,0.7946,0.8122,0.6657,1.183802,0.5014
Travel & Tourism,55+,Panadura,272544,Product Launch,Radio Spot,Morning Drive,Audio,Kalutara,51673,55+,130918,0.0156,0.61,0.0387,14,220871,1.0,0.6004,0.7319,2.533586,0.6689
FMCG,25-34,Dehiwala,197795,Customer Retention,Social Media Placement,LinkedIn Feed,Digital,Colombo,27277,25-34,104420,0.0339,1.18,0.0456,18,170518,0.9072,0.9101,0.9492,3.828134,0.7297
Hospitality,18-24,Nugegoda,135720,App Downloads,Vehicle Wrap Media,Truck Wrap,Outdoor,Colombo,31887,18-24,33276,0.0206,0.57,0.0269,48,103833,0.967,0.8575,0.6281,1.04356,0.6174
Healthcare,45-54,Dodangoda,156661,App Downloads,Retail & Premises Signage,End Cap Display,Visual,Kalutara,179138,45-54,10668,0.0297,0.81,0.0374,21,-22477,0.8763,0.657,0.7388,0.059552,0.5458
Luxury Goods,45-54,Kalutara Town,171700,Event Promotion,Newsletter Ad,Special Edition,Digital,Kalutara,25754,45-54,44623,0.0269,1.17,0.0382,22,145946,0.9051,0.4455,0.668,1.732663,0.6378
Education,Young Professionals,Battaramulla,220429,Customer Retention,Event Sponsorship,Title Sponsor,Event,Colombo,393581,Young Professionals,11344,0.0417,0.65,0.049,8,-173152,0.8768,0.905,0.7179,0.028823,0.5968
FMCG,18-24,Mount Lavinia,75677,Website Traffic,Event Sponsorship,Session Sponsor,Event,Colombo,140392,18-24,6745,0.0319,0.58,0.0285,5,-64715,0.9695,0.9,0.743,0.048044,0.5465
Healthcare,35-44,Ja-Ela,152367,Customer Retention,Web Display Inventory,Video Ad,Digital,Gampaha,9617,35-44,131557,0.0286,1.03,0.047,11,142750,1.0,0.5443,0.5239,13.67963,0.5614
FMCG,25-34,Minuwangoda,169786,Brand Awareness,TV Spot,Weekend,Audio,Gampaha,271397,25-34,411945,0.0298,1.31,0.0567,28,-101611,0.678,0.6587,0.9003,1.517869,0.6438
Travel & Tourism,35-44,Nugegoda,90916,Event Promotion,Radio Spot,Prime Time Slot,Audio,Colombo,108269,35-44,291216,0.0225,0.69,0.0467,49,-17353,0.8499,0.8115,0.6775,2.689745,0.4984
Real Estate,18-24,Maradana,188310,App Downloads,Outdoor Static Structure,Street Pole Banner,Digital,Colombo,100086,18-24,72249,0.0174,0.3,0.0405,5,88224,0.9778,0.7053,0.7487,0.721869,0.5004
Retail,45-54,Kadawatha,117954,Lead Generation,Outdoor Static Structure,Transit Shelter,Outdoor,Gampaha,143463,45-54,39305,0.0152,0.79,0.0549,60,-25509,0.9475,0.709,0.6114,0.273973,0.5164
FMCG,Students,Bandaragama,111924,Brand Awareness,TV Spot,Weekend,Audio,Kalutara,332768,Students,211306,0.0251,0.33,0.0348,62,-220844,0.8972,0.4994,0.6785,0.634995,0.5043
Healthcare,55+,Wellawatte,236409,Customer Retention,Print Publication Ad,Magazine Full Page,Digital,Colombo,97124,55+,286471,0.0089,0.94,0.0305,23,139285,0.9985,0.7676,0.5977,2.949539,0.6405
Food & Beverage,35-44,Bambalapitiya,333597,Product Launch,Web Display Inventory,Banner Ad,Digital,Colombo,14906,35-44,202181,0.0256,1.41,0.0766,33,318691,0.8562,0.8229,0.9064,13.563733,0.7625
Hospitality,55+,Divulapitiya,205085,Sales Conversion,Radio Spot,Prime Time Slot,Audio,Gampaha,74230,55+,89421,0.0136,0.73,0.0511,9,130855,0.8506,0.8237,0.6113,1.204648,0.5211
Entertainment,25-34,Ja-Ela,308973,Lead Generation,Social Media Placement,Instagram Story,Digital,Gampaha,80270,25-34,197070,0.0346,0.6,0.0718,31,228703,0.8347,0.7813,0.9334,2.455089,0.5812
Food & Beverage,18-24,Colombo Fort,245131,Brand Awareness,Digital Out-of-Home Screen,Airport Digital Display,Digital,Colombo,80612,18-24,142156,0.021,0.53,0.0338,14,164519,1.0,0.9656,0.681,1.76346,0.5652
FMCG,55+,Pettah,78204,App Downloads,Social Media Placement,TikTok Feed,Digital,Colombo,87414,55+,123893,0.0237,0.87,0.0557,16,-9210,0.8297,0.8136,0.8117,1.417313,0.693
Healthcare,Students,Divulapitiya,110206,Lead Generation,Digital Out-of-Home Screen,Airport Digital Display,Outdoor,Gampaha,193784,Students,44922,0.0536,0.46,0.0315,32,-83578,0.8608,0.7184,0.8131,0.231815,0.7046
FMCG,Young Professionals,Mahabage,607976,Product Launch,Vehicle Wrap Media,Three-Wheeler Wrap,Outdoor,Gampaha,52250,Young Professionals,64245,0.0323,0.86,0.0707,24,555726,0.8201,0.649,0.8554,1.229569,0.8061
Automotive,45-54,Wellawatte,294666,Sales Conversion,Outdoor Static Structure,Highway Billboard,Outdoor,Colombo,170058,45-54,65485,0.0164,0.89,0.054,28,124608,1.0,0.9271,0.6022,0.385075,0.7999
Real Estate,55+,Wellawatte,183933,App Downloads,Native / Sponsored Content,Featured Content,Digital,Colombo,70723,55+,98902,0.0189,0.5,0.0472,19,113210,0.8158,0.7066,0.5985,1.398442,0.6021
Food & Beverage,45-54,Dehiwala,425092,Brand Awareness,Outdoor Static Structure,City Center Billboard,Outdoor,Colombo,108047,45-54,47002,0.0176,1.14,0.0483,18,317045,1.0,0.7914,0.7932,0.435014,0.7041
Entertainment,Affluent,Kandana,397632,Brand Awareness,TV Spot,Weekend,Audio,Gampaha,114450,Affluent,281686,0.0338,1.34,0.0865,38,283182,0.9787,0.6027,0.7878,2.461215,0.876
Food & Beverage,35-44,Minuwangoda,125914,Website Traffic,Print Publication Ad,Magazine Spread,Digital,Gampaha,24749,35-44,63441,0.0125,1.15,0.0687,41,101165,0.9161,0.5702,0.5071,2.563376,0.4326
Fashion,18-24,Wattala,335659,Lead Generation,Retail & Premises Signage,In-Store Digital,Outdoor,Gampaha,21214,18-24,22578,0.0213,0.63,0.0381,40,314445,0.9941,0.8096,0.8453,1.064297,0.8157
Entertainment,45-54,Beruwala,190374,Customer Retention,Cinema Advertising,Lobby Display,Cinema,Kalutara,106671,45-54,24762,0.0172,0.93,0.0452,49,83703,1.0,0.3743,0.8129,0.232134,0.7292
FMCG,35-44,Colombo Fort,432748,Brand Awareness,Outdoor Static Structure,Building Wrap,Outdoor,Colombo,158130,35-44,83763,0.0221,1.11,0.0687,56,274618,1.0,0.9535,0.5372,0.52971,0.6092
Luxury Goods,Affluent,Wattala,76413,Website Traffic,Outdoor Static Structure,Transit Shelter,Digital,Gampaha,154526,Affluent,23063,0.0282,1.25,0.0539,44,-78113,0.762,0.659,0.8632,0.14925,0.5423
Travel & Tourism,18-24,Minuwangoda,491072,Brand Awareness,Print Publication Ad,Magazine Spread,Print,Gampaha,39335,18-24,49151,0.0142,0.46,0.0399,18,451737,0.9803,0.686,0.5647,1.249549,0.6588
Healthcare,Young Professionals,Katunayake,79604,Website Traffic,Newsletter Ad,Promotional Email,Digital,Gampaha,10853,Young Professionals,58238,0.0491,1.08,0.038,27,68751,0.7241,0.5772,0.5213,5.366074,0.6408
Entertainment,45-54,Ja-Ela,51853,Website Traffic,Retail & Premises Signage,In-Store Digital,Visual,Gampaha,190967,45-54,20132,0.0207,1.12,0.0538,25,-139114,0.9519,0.7583,0.6473,0.105421,0.6342
Education,25-34,Maradana,130387,Website Traffic,Retail & Premises Signage,In-Store Digital,Visual,Colombo,57764,25-34,13551,0.0244,0.84,0.0817,21,72623,0.8758,0.7664,0.8143,0.234592,0.7157
Education,35-44,Battaramulla,177606,Sales Conversion,Social Media Placement,Facebook Feed,Digital,Colombo,99067,35-44,100893,0.0333,0.8,0.0621,8,78539,0.9083,0.8214,0.8702,1.018432,0.662
FMCG,Families,Kalutara Town,57621,Website Traffic,Retail & Premises Signage,Window Display,Outdoor,Kalutara,113912,Families,11709,0.0294,0.99,0.0619,37,-56291,0.8375,0.3896,0.8004,0.10279,0.6706
Fashion,Young Professionals,Gampaha Town,66231,Customer Retention,Event Sponsorship,Exhibition Booth,Event,Gampaha,421597,Young Professionals,28255,0.0764,0.86,0.0674,39,-355366,0.6418,0.6345,0.5613,0.067019,0.6276
Financial Services,35-44,Mathugama,300311,Brand Awareness,TV Spot,Prime Time,Audio,Kalutara,191814,35-44,97874,0.0154,0.78,0.0628,15,108497,0.9829,0.5672,0.7121,0.510255,0.6822
Fashion,25-34,Bandaragama,130211,App Downloads,Outdoor Static Structure,Street Pole Banner,Outdoor,Kalutara,66028,25-34,26580,0.0235,1.24,0.0458,10,64183,0.9663,0.4132,0.6576,0.402556,0.686
Financial Services,35-44,Beruwala,200372,Sales Conversion,Event Sponsorship,Presenting Sponsor,Event,Kalutara,342735,35-44,6722,0.0473,1.05,0.0552,6,-142363,0.8642,0.4665,0.8555,0.019613,0.592
Financial Services,35-44,Wattala,132755,Website Traffic,Print Publication Ad,Magazine Spread,Print,Gampaha,31778,35-44,42396,0.0131,1.2,0.0481,57,100977,0.964,0.5162,0.6542,1.334131,0.5542
Travel & Tourism,Families,Katunayake,359462,Product Launch,Print Publication Ad,Magazine Full Page,Print,Gampaha,47744,Families,27701,0.0121,1.3,0.0562,12,311718,0.878,0.7524,0.6618,0.580199,0.7249
Telecommunications,25-34,Kollupitiya,198208,App Downloads,TV Spot,Sports Program,Audio,Colombo,285026,25-34,885541,0.023,0.94,0.0758,5,-86818,1.0,0.816,0.757,3.106878,0.4496
Food & Beverage,All Ages,Kadawatha,54595,Website Traffic,Retail & Premises Signage,Window Display,Visual,Gampaha,58910,All Ages,21690,0.0291,1.07,0.0501,44,-4315,0.8981,0.6903,0.6737,0.368189,0.6576
Travel & Tourism,Affluent,Kollupitiya,188069,Product Launch,Print Publication Ad,Newspaper Full Page,Digital,Colombo,78489,Affluent,275435,0.0163,1.48,0.0747,26,109580,0.978,0.9373,0.6415,3.509218,0.703
Luxury Goods,All Ages,Nugegoda,157772,Event Promotion,Outdoor Static Structure,Building Wrap,Digital,Colombo,230130,All Ages,110740,0.0226,0.87,0.0549,18,-72358,1.0,0.9853,0.5472,0.481206,0.6701
E-commerce,Young Professionals,Maradana,253741,Lead Generation,Outdoor Static Structure,Highway Billboard,Digital,Colombo,33050,Young Professionals,47965,0.036,1.0,0.0633,50,220691,0.7629,0.9925,0.7754,1.451286,0.8195
E-commerce,45-54,Panadura,99214,Customer Retention,Digital Out-of-Home Screen,Digital Billboard,Digital,Kalutara,238352,45-54,23468,0.0299,1.36,0.0436,29,-139138,0.9168,0.5114,0.6647,0.098459,0.6314
Food & Beverage,Families,Negombo,138769,Website Traffic,Outdoor Static Structure,City Center Billboard,Digital,Gampaha,123754,Families,33376,0.0177,1.29,0.0509,51,15015,1.0,0.7136,0.7587,0.269696,0.5865
Retail,45-54,Minuwangoda,157815,Product Launch,Vehicle Wrap Media,Van Wrap,Visual,Gampaha,189605,45-54,13558,0.0147,0.96,0.0377,11,-31790,0.8657,0.6791,0.8431,0.071507,0.7379
Entertainment,25-34,Dehiwala,595242,Product Launch,Digital Out-of-Home Screen,Digital Billboard,Outdoor,Colombo,135404,25-34,44330,0.0441,0.34,0.0636,49,459838,0.8973,0.9068,0.6768,0.327391,0.719
Education,Families,Colombo Fort,306684,Lead Generation,Native / Sponsored Content,Sponsored Video,Digital,Colombo,74274,Families,99272,0.0395,0.75,0.043,32,232410,1.0,0.8034,0.8207,1.336565,0.7356
